name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase
Ampara,2016-10-14,31.4,26.2,27.8,38.2,26.2,30.4,24.4,82.07,22.3,195,1008.4,73.8,20,0.48
Ampara,2016-10-15,31.3,26.2,28.9,35.4,26.2,32,23.2,72.29,9.9,215.7,1009.2,71.4,20,0.5
Ampara,2016-10-16,30.8,27.7,29.1,34.8,31.1,33,23.3,71.39,10.1,215,1009.6,77.2,20,0.5
Ampara,2016-10-17,32.4,26.9,29.4,36.4,29.7,33.3,23.2,69.95,9.9,122.1,1008.8,61.8,20,0.52
Ampara,2016-10-18,31.6,27.7,29.5,36.3,31.5,33.8,23.6,71.07,9.6,116.8,1008.1,63.5,20,0.54
Ampara,2016-10-19,31.2,24.6,27.8,36.3,24.6,30.5,23.9,79.88,10.9,185,1007.2,89.5,19.6,0.58
Ampara,2016-10-20,31.5,25.2,28.1,37,25.2,30.9,23.9,78.79,8.5,99.7,1006.8,73.7,19.6,0.63
Ampara,2016-10-21,31.6,25.9,28.2,36.1,25.9,31.2,23.7,77.32,13.3,176.5,1007.8,89.9,20,0.68
Ampara,2016-10-22,32.1,25.7,28,36.5,25.7,30.4,23.7,78.79,10.1,226.3,1009.1,48.5,20,0.74
Ampara,2016-10-23,31.9,25.4,27.8,37.1,25.4,29.9,23.9,80.61,11.7,198.2,1009.6,51.3,20,0.79
Ampara,2016-10-24,30.7,25.6,27.2,36.1,25.6,29.3,24.2,84.34,6.3,130.5,1009.5,66.2,19.8,0.84
Ampara,2016-10-25,30.7,25.2,27.3,36,25.2,29.2,22.8,77.1,11.6,238.8,1008.5,50.8,20,0.89
Ampara,2016-10-26,30.3,17.4,26.4,35.1,17.4,29,23.3,77.19,11,302.3,1008.7,54.8,20,0.93
Ampara,2016-10-27,31.2,26.1,28.7,34.3,26.1,31.3,22.6,70.4,6.7,211.6,1009.9,49.1,20,0.96
Ampara,2016-10-28,31.5,26.6,29,36,26.6,32.7,23.5,72.74,10.8,178.8,1009.5,23.1,19.8,0.98
Ampara,2016-10-29,31.8,24.9,28.6,37.8,24.9,32.6,23.9,76.45,14.7,178.6,1009.4,46.5,19.4,1
Ampara,2016-10-30,31.3,25.4,28.1,36.7,25.4,31.4,24.5,81.46,7.7,176.5,1009.6,55.3,19,1
Ampara,2016-11-01,30.6,25.2,28,36.5,25.2,31.5,24.1,79.76,5.8,257.3,1009.9,64.8,19.2,0.01
Ampara,2016-11-02,30.7,24.9,27.1,36.9,24.9,29.3,24,83.68,8,201.5,1008.7,73.1,19.5,0.03
Ampara,2016-11-03,29.7,24.7,27,34.5,24.7,29.5,24.3,85.68,11.2,227.2,1008.9,81.6,18.1,0.06
Ampara,2016-11-04,30.5,25.4,26.9,36.4,25.4,28.2,23.9,84.21,10.7,180.8,1009.1,82.1,18.7,0.1
Ampara,2016-11-05,29.7,25.1,27.5,35,25.1,30.4,23.8,80.89,2.7,175.3,1008.6,76.4,19.1,0.14
Ampara,2016-11-06,29.7,24.7,26.4,34.9,24.7,28.1,24,87.25,7.9,242.3,1009.9,90.8,18.8,0.18
Ampara,2016-11-07,30.3,24.4,27.6,35.4,24.4,30.5,23.9,81.06,13,48,1010.6,36.1,20,0.23
Ampara,2016-11-08,30,25.6,28,34.1,25.6,30.8,23.5,76.81,10.8,106.8,1011.1,34.4,19.4,0.28
Ampara,2016-11-09,29.4,24.9,27.5,33.6,24.9,29.9,22.7,75.47,13,147.9,1011.7,64,20,0.34
Ampara,2016-11-10,29.6,24.7,27.7,33.8,24.7,30.6,23.5,78.34,8.5,133.5,1011.1,54.8,20,0.39
Ampara,2016-11-11,30.5,25.7,28.2,35.9,25.7,32.1,24.3,79.74,9.6,93.3,1010.3,36.8,19.6,0.43
Ampara,2016-11-12,29.5,25.7,27.7,34.9,25.7,31.2,24.6,83.43,9.4,211.9,1010.8,51.3,18.1,0.47
Ampara,2016-11-13,29.6,25.9,28,34.9,25.9,31.7,24.8,82.75,8,113.6,1011.3,60.9,19.8,0.49
Ampara,2016-11-14,30.4,25.9,28.4,36,25.9,32.6,24.6,80.4,5.1,118.5,1011.3,59.2,19.7,0.5
Ampara,2016-11-15,29.1,25.7,27.5,34.1,25.7,30.3,24.4,83.53,7.6,194.3,1010.6,55.6,19.8,0.51
Ampara,2016-11-16,27.4,24.6,25.8,30.7,24.6,26.3,24.1,90.3,3.6,257.8,1010.3,74.1,19.8,0.53
Ampara,2016-11-17,26.1,24.5,24.9,26.1,24.5,24.9,23.9,94.58,5.4,196.6,1009.7,76.1,18.5,0.56
Ampara,2016-11-18,26.9,24.1,25.6,30,24.1,26.3,24.1,91.6,12.6,118.6,1008.8,83.8,18,0.61
Ampara,2016-11-19,26.2,24.5,25.5,26.2,24.5,25.5,24.3,93.17,3,296.8,1008.3,87.3,18.8,0.66
Ampara,2016-11-20,25.2,24.1,24.7,25.2,24.1,24.7,23.9,95.45,5.4,288,1009,98.6,19.1,0.71
Ampara,2016-11-21,26.4,24.6,25.6,26.4,24.6,25.6,24.2,92.21,14.8,265.3,1009,92,19.3,0.76
Ampara,2016-11-22,27.9,24.9,26.6,32.2,24.9,29.1,24.5,88.13,7.6,194,1009.3,69.4,20,0.81
Ampara,2016-11-23,28.3,24.8,27.1,32.7,24.8,30.2,24.1,83.5,9.6,130.8,1009.4,71.1,19.4,0.86
Ampara,2016-11-24,28.4,25.1,26.9,32.6,25.1,29,23.5,82.25,11.6,273,1009.3,67.6,19,0.9
Ampara,2016-11-25,29.2,26.2,27.6,34.3,26.2,30.4,23.9,80.48,14.2,323.7,1009,71.8,19.6,0.94
Ampara,2016-11-26,28.7,25.7,27.4,32.9,25.7,30.1,23.6,79.82,14.8,335.4,1010,94.5,19.8,0.97
Ampara,2016-11-27,28.1,25.1,26.8,31.4,25.1,28.5,23.1,80.65,16.6,316.3,1010,62.5,19.7,0.99
Ampara,2016-11-28,28.4,25.1,27,31,25.1,28.8,22.3,75.77,13,232.4,1010.6,40.3,20,1
Ampara,2016-11-29,28.1,24.1,26.5,30.8,24.1,27.7,21.7,75.73,12.6,283.8,1011.1,73.4,20,1
Ampara,2016-12-01,29,22.7,26.4,31.7,22.7,28,20.8,71.87,23.8,105,1009.7,46.5,19.8,0.02
Ampara,2016-12-02,29.6,25.4,27.5,34.8,25.4,30.3,24,81.2,9.3,149,1010.2,35.2,19.7,0.04
Ampara,2016-12-03,29.7,25.2,27.4,34.1,25.2,29.9,23.8,81.42,9.3,131,1012.5,30.6,19.2,0.07
Ampara,2016-12-04,29.2,26.7,27.9,33.7,29.8,31.8,24.2,80.56,10.9,222,1013.2,33.6,20,0.11
Ampara,2016-12-05,29.2,24.9,27.2,33.1,24.9,29.2,23.4,80.49,12.3,209.2,1011,36,20,0.15
Ampara,2016-12-06,28.5,26.5,27.5,31.8,26.5,30,22.8,75.8,16.6,209.3,1010.2,50.9,19.6,0.2
Ampara,2016-12-07,29.8,24.4,27.2,33.7,24.4,29.6,23.4,80.57,10.1,313.4,1010.3,53.4,19.7,0.26
Ampara,2016-12-08,28.8,26.2,27.2,32.9,26.2,28.9,24,83.29,13,310.7,1010.2,71.4,19.8,0.31
Ampara,2016-12-09,29,25.4,27.2,32.6,25.4,29.1,23.2,79.06,13,334.9,1009.3,63.7,19.8,0.37
Ampara,2016-12-10,28.6,24.7,26.6,31.8,24.7,28.1,22.5,78.49,12.2,241.3,1008.4,76.9,20,0.41
Ampara,2016-12-11,29.5,24.1,26.6,33.8,24.1,28.7,23.2,82.06,7.7,197.6,1007.6,29.4,20,0.45
Ampara,2016-12-12,31.2,23.9,27.6,34.6,23.9,30,23.1,78.43,10.4,180,1007,23.7,20,0.48
Ampara,2016-12-13,30.5,24.4,27.4,34.1,24.4,29.8,23.3,79.06,5.8,125.8,1008.4,41.5,20,0.5
Ampara,2016-12-14,29.2,25.1,27.4,33.3,25.1,30.5,24.1,82.09,13.5,136,1010.1,58.4,21,0.5
Ampara,2016-12-15,29.3,27,27.9,32.7,29.8,31.1,23.1,75.61,14.8,233.5,1011.3,65.3,20,0.52
Ampara,2016-12-16,29.4,25.9,27.5,33.6,25.9,30.3,23.7,80.12,11,237.5,1011.8,54,19.8,0.54
Ampara,2016-12-17,28,26.2,27.3,32.4,26.2,29.9,23.7,80.99,11.2,260.9,1012,48.2,18.9,0.58
Ampara,2016-12-18,28.3,26.8,27.5,31.3,29.3,30.3,22.6,74.6,13,229,1011.5,47.5,19.8,0.63
Ampara,2016-12-19,27.7,24.4,26.2,32.3,24.4,27.5,23.9,87.26,11.2,184.6,1010.7,75.8,19,0.68
Ampara,2016-12-20,29.7,26.6,27.8,35.5,26.6,31,24.5,82.71,11.2,120.1,1011,30.9,20,0.73
Ampara,2016-12-21,29.4,25.1,27.3,34,25.1,30,24.3,84.42,11.5,185.3,1012.1,33.5,20,0.78
Ampara,2016-12-22,29,26.6,27.3,32.5,26.6,29.4,22.8,76.91,14.8,294.5,1012,26.1,20,0.82
Ampara,2016-12-23,28.2,23.4,25.8,30.3,23.4,26.3,20.3,72.32,32,224.1,1010.8,25.1,19.9,0.87
Ampara,2016-12-24,27.4,21.2,24.4,28.8,21.2,24.7,19,73.01,8.8,268,1010.2,23.4,20,0.91
Ampara,2016-12-25,28.3,20.7,25.3,29.3,20.7,26.1,19.9,73.23,9.9,224.3,1010.7,24.4,20,0.94
Ampara,2016-12-26,29.2,24.6,27.1,32.8,24.6,29.4,23.3,79.96,16.6,212.2,1009.9,59.2,20,0.97
Ampara,2016-12-27,28.3,24.7,26.3,32.8,24.7,27.9,24.4,89.41,16.6,190.6,1009.2,69.6,17.3,0.99
Ampara,2016-12-28,28.6,25.7,27.2,33.3,25.7,30,24.3,84.51,14.8,77.4,1010,66.3,19.3,1
Ampara,2016-12-30,27.4,25,26.6,30.6,25,28,22.9,80.48,11.2,244,1011.5,46.9,19.6,0.01
Ampara,2016-12-31,27.8,25.4,26.5,30.5,25.4,27.5,22.6,79.59,14.5,302.6,1010.9,62.1,19.1,0.02
Ampara,2017-01-01,27.2,23.9,25.4,30.3,23.9,25.9,23.1,87.32,9.8,337.8,1011.2,78.8,19.1,0.05
Ampara,2017-01-02,26.9,24.8,25.6,29.6,24.8,26.3,23.5,87.88,11.9,323.2,1011.5,75.1,19.7,0.09
Ampara,2017-01-03,27.2,24.7,26,30,24.7,26.7,23.1,84.36,11.2,340.9,1011.5,76.4,19.6,0.13
Ampara,2017-01-04,28.4,24.4,26,31,24.4,26.6,21.5,76.85,11.9,340.7,1011.4,45.9,20,0.18
Ampara,2017-01-05,28.8,21.9,25.6,30.4,21.9,26.2,20.2,72.99,11.9,340.8,1011,18.7,20,0.23
Ampara,2017-01-06,28.5,22.2,25.6,30,22.2,26.6,20.2,73.24,9.1,258.8,1010.6,49.7,20,0.28
Ampara,2017-01-07,28.3,23.8,25.8,29.5,23.8,26.1,20.6,74.15,17,297.9,1009.8,24.3,20,0.35
Ampara,2017-01-08,27.9,21.7,25.3,29,21.7,25.6,18.9,68.63,7.2,257.4,1009.4,7.7,20,0.4
Ampara,2017-01-09,28.5,21.7,25,30.3,21.7,25.3,20.2,75.31,13.8,183.5,1009.4,5.7,20,0.44
Ampara,2017-01-10,28.2,22.7,24.8,30.8,22.7,25.2,21.2,80.57,13.3,213,1010.7,11.2,20,0.47
Ampara,2017-01-11,27.9,21.9,24.6,29.3,21.9,24.8,20.1,76.68,6.2,226.5,1010.8,15.9,20,0.49
Ampara,2017-01-12,27.7,21.7,25.1,29.1,21.7,25.5,19.4,71.68,7.8,155.2,1010.6,14.7,20,0.5
Ampara,2017-01-13,28.2,22.4,25.6,29,22.4,25.9,19.4,69.88,9.4,190.2,1010.5,16.1,20,0.51
Ampara,2017-01-14,28.4,22.4,25.6,30.4,22.4,26.8,20.7,75.03,9.4,144.8,1011.5,24.4,20,0.53
Ampara,2017-01-15,28.7,22.4,26.5,31.2,22.4,27.8,21.5,74,14.8,37.3,1012.9,44.5,20,0.56
Ampara,2017-01-16,28.2,24.2,26.3,29.8,24.2,26.7,20.7,71.79,13,204.7,1012.7,54.1,20,0.6
Ampara,2017-01-17,27.9,22.7,25.7,29.4,22.7,25.9,19.4,69.07,29.5,290.7,1012.9,34.5,20,0.64
Ampara,2017-01-18,26.7,23.1,25.4,28,23.1,25.7,20.1,72.48,9.4,256,1013.2,29.4,20,0.69
Ampara,2017-01-19,29.5,24.3,26.8,32,24.3,28.2,21.8,74.48,14.8,205.6,1012.4,47.6,20,0.73
Ampara,2017-01-20,27.2,24.6,25.8,30.2,24.6,26.2,23.1,85.53,9.4,197.6,1011,67.8,19.4,0.78
Ampara,2017-01-21,28.9,25.4,27.2,33.2,25.4,29.4,23.8,82.08,55.4,71.4,1012,46.8,19.4,0.83
Ampara,2017-01-22,26.5,24.1,25.3,26.5,24.1,25.4,23.8,91.45,11.2,82.6,1013.7,98.2,19.2,0.87
Ampara,2017-01-23,25.4,23.6,24.7,25.4,23.6,24.7,23.4,92.71,25.9,339.5,1013,99.2,17.1,0.91
Ampara,2017-01-24,25.1,24.6,24.8,25.1,24.6,24.8,23.5,92.87,22.3,99.3,1011.4,99.3,15,0.95
Ampara,2017-01-25,27.1,25.4,26.4,30.9,25.4,27,24.8,91.08,14.8,171.3,1012.2,62.9,19.5,0.97
Ampara,2017-01-26,28.3,26.1,26.8,33.1,26.1,28.8,24.7,88.83,11.2,73.6,1011.3,77.3,19.9,0.99
Ampara,2017-01-27,25,23.7,24.4,25,23.7,24.4,23.2,93.29,5.1,174.2,1011.6,80,17.6,1
Ampara,2017-01-29,28.4,25,26.9,33.1,25,29.6,24.4,86.49,16.6,174,1012,45.7,20,0.01
Ampara,2017-01-30,28.5,25.7,27.1,33,25.7,30.1,24.1,83.95,14.8,82,1011.8,35.8,19.7,0.03
Ampara,2017-01-31,27,25.1,26,29.2,25.1,26.6,22.8,82.66,8.5,233.7,1011.9,36.4,20,0.07
Ampara,2017-02-01,28.4,22.1,25.7,30.5,22.1,26.6,21.1,76.73,9.6,120.3,1012.3,20,19.9,0.11
Ampara,2017-02-02,28.4,21.5,25.4,30.6,21.5,26.2,20.6,75.1,14,186.9,1013.7,40.9,19.4,0.16
Ampara,2017-02-03,27.8,21.7,25.4,29.2,21.7,25.9,19.9,72.49,14.5,240.1,1013,23.5,20,0.21
Ampara,2017-02-04,27.9,22.3,25,29.5,22.3,25.2,20,74.64,15.3,196.8,1012,25.3,20,0.27
Ampara,2017-02-05,28.5,20.5,25.2,30.2,20.5,25.7,20.2,74.17,9.4,87.3,1012.6,24.5,20,0.33
Ampara,2017-02-06,28.7,24.9,26.4,31.3,24.9,27.2,21.5,74.91,10.3,128.4,1012.5,13.7,20,0.38
Ampara,2017-02-07,28.5,22.2,25.3,31.2,22.2,26,21.6,80.13,7.2,160,1012,8.2,20,0.42
Ampara,2017-02-08,26.5,22.2,24.7,26.5,22.2,24.7,20.7,78.75,10.4,341.6,1012.3,10.6,20,0.46
Ampara,2017-02-09,28.1,21.9,25.2,29.2,21.9,25.6,19.9,72.96,8.8,227.9,1011.7,28.3,20,0.49
Ampara,2017-02-10,28.9,23.4,26.4,30.6,23.4,27.4,20.6,71.39,9.5,166.3,1011.3,24.4,20,0.5
Ampara,2017-02-11,28.8,23.3,26.6,31.5,23.3,27.8,20.6,70.43,13,91.1,1011.8,17.2,20.5,0.5
Ampara,2017-02-12,29,22.2,26.3,30.7,22.2,27.3,20.4,70.5,10.1,153.1,1013,22.8,20,0.52
Ampara,2017-02-13,29.4,20.9,26.3,33,20.9,27.6,22.3,79.29,10.9,178,1013.6,33.6,20,0.53
Ampara,2017-02-14,28.9,25.4,26.8,34.3,25.4,28.9,24.5,87.02,25.9,36,1014.1,70.7,19,0.56
Ampara,2017-02-15,29.1,26,27.5,34.1,26,30.4,23.7,80.09,24.1,76,1014.5,46.8,19.7,0.61
Ampara,2017-02-16,28.5,20.2,25.9,31.8,20.2,27.6,22.5,74.81,27.7,41.2,1013.2,34.3,20,0.65
Ampara,2017-02-17,29,26.2,27.5,32.7,26.2,30,22.6,74.93,20.5,74.1,1012.2,36.5,20,0.69
Ampara,2017-02-18,27.6,25.3,26.6,31.2,25.3,28.6,23.6,83.61,22.3,154.6,1012.7,84.5,19.2,0.74
Ampara,2017-02-19,27.2,25.2,25.7,30.4,25.2,26.2,23.1,85.8,19.1,25.7,1012.4,95.9,18.7,0.79
Ampara,2017-02-20,27.8,24.8,26,31.6,24.8,26.8,23.6,86.64,8,137,1010.4,72,20,0.83
Ampara,2017-02-21,29.5,23.2,26.6,32.9,23.2,27.8,22.9,81.23,7.6,77.8,1010.4,37.6,20,0.88
Ampara,2017-02-22,29.2,19.4,26.3,33.1,19.4,28.2,22.3,79.38,8.5,132.7,1010.6,22.7,19.8,0.92
Ampara,2017-02-23,29.4,23.3,27,34.2,23.3,29.6,23.7,82.49,8.5,97.2,1011.7,30.4,20,0.95
Ampara,2017-02-24,29.8,26,27.8,34.6,26,30.9,23.7,78.71,12.4,41.3,1011.9,44,19.8,0.98
Ampara,2017-02-25,28.4,26,27.1,32.5,26,29.8,24,82.91,7.6,154.9,1011.4,83.2,19.8,1
Ampara,2017-02-26,27.4,24.6,25.8,30.7,24.6,26.6,23.1,85.13,6.7,166.4,1010.2,88.4,19.8,1
Ampara,2017-02-28,28.7,26.4,27.7,33.9,26.4,31.4,24.6,83.38,20.5,34.9,1009.5,61.6,19,0.02
Ampara,2017-03-01,27.9,23,25.4,31.4,23,26.7,23,87.33,20.5,154,1010.6,83.3,19.3,0.05
Ampara,2017-03-02,27.7,23.4,25.6,31.3,23.4,26.1,23.6,88.92,12.9,75.4,1009.4,92.6,19.5,0.09
Ampara,2017-03-03,29,24.6,27.1,34.7,24.6,30,24.5,86.36,5.8,150.7,1007.4,72.2,19.4,0.14
Ampara,2017-03-04,30.6,24.4,27.1,36.5,24.4,29.5,24.1,84.07,5.2,207,1008.2,67.4,19.8,0.19
Ampara,2017-03-05,29.8,23,27.1,35.4,23,29.8,23.8,82.45,8.8,142,1008.8,47.3,19.7,0.25
Ampara,2017-03-06,30.1,25.9,27.9,36.5,25.9,31.4,24.8,83.53,11.6,121.8,1008.1,39.2,19.3,0.31
Ampara,2017-03-07,30.2,24,27.5,36.9,24,31.4,24.5,83.9,10.8,185,1008.8,47,19.6,0.36
Ampara,2017-03-08,30.3,23,27.7,34.9,23,30.7,23.9,80.98,9.3,139.7,1008.3,19.5,20,0.41
Ampara,2017-03-09,30.4,24.3,27.9,36.6,24.3,31.5,24.5,82.54,8.3,181,1007.8,34.6,19.8,0.45
Ampara,2017-03-10,30.4,26.1,28.1,36.5,26.1,32.3,24.9,83.41,9.4,162,1008.4,51,19.6,0.48
Ampara,2017-03-11,31.6,24.9,27.2,37.5,24.9,29.2,24.1,84.11,11.5,205.2,1010.1,36.7,19.7,0.49
Ampara,2017-03-12,30.5,22.9,27.1,36.9,22.9,30.1,24,83.4,11.2,244.4,1010.1,36,19.4,0.5
Ampara,2017-03-13,31.1,23.3,27.5,37.9,23.3,31.1,24.3,83.02,7.4,174.2,1010.5,35.8,19.6,0.51
Ampara,2017-03-14,30.1,24.8,27.7,36.8,24.8,31.1,24.3,82.17,8.8,142.7,1010.8,64,19.6,0.52
Ampara,2017-03-15,29.8,24.6,27.5,35.2,24.6,31.1,24.3,82.69,13.8,134.4,1010.9,67.9,19.8,0.54
Ampara,2017-03-16,30.2,24.1,27.8,35,24.1,30.9,23.8,79.64,11.2,110.3,1010.8,48.5,19,0.57
Ampara,2017-03-17,30.1,25.4,28,34.5,25.4,30.7,23.5,76.83,11.2,143.9,1010.8,39.4,20,0.61
Ampara,2017-03-18,30.2,24.3,27.6,33.6,24.3,29.5,22.3,73.66,10.9,121,1011.4,29.7,20,0.65
Ampara,2017-03-19,31,22.6,27.4,35.4,22.6,29.4,22.6,75.89,7.5,117,1012.1,20.1,20,0.7
Ampara,2017-03-20,31.4,23.7,27.8,38,23.7,31.2,23.9,80.12,8.5,151.4,1010.8,18.2,20,0.75
Ampara,2017-03-21,30.8,24.8,28.5,37.2,24.8,33,24.6,80.06,10.4,100,1011.3,16.1,20,0.79
Ampara,2017-03-22,30.5,24.1,28.1,34.1,24.1,31,22.8,73.87,8.5,89.5,1011,20.1,20,0.84
Ampara,2017-03-23,30.5,23,27.5,34,23,29.6,22.2,73.4,11.2,149.9,1010.4,17.9,20,0.89
Ampara,2017-03-24,30.6,24.1,27.9,32.5,24.1,29.1,20.8,66.36,8.2,158.9,1010.4,12.5,20,0.93
Ampara,2017-03-25,30.6,22.9,27.1,31.8,22.9,28,20.7,69.3,12.6,140,1010.8,11.1,20,0.96
Ampara,2017-03-26,30.7,22.1,27.3,33,22.1,28.5,20.5,67.8,9.6,133.3,1010.7,24.3,20,0.99
Ampara,2017-03-27,29.7,26.6,28.1,33.6,26.6,31,22.8,73.11,7,82.6,1011.6,45.4,20,1
Ampara,2017-03-29,31.1,25,28.2,37.5,25,32.4,24.7,81.85,7.5,139.8,1011,60.1,19.5,0.01
Ampara,2017-03-30,31,24,28.2,37.5,24,32.1,24.5,80.86,10,104.8,1010.5,44.7,19.9,0.04
Ampara,2017-03-31,31.2,26.6,29,36.8,26.6,33,24.1,75.53,9.3,71.3,1011.5,28.9,20,0.08
Ampara,2017-04-01,31.6,25.1,28.6,37,25.1,32.3,23.9,76.26,9.1,132.7,1010.9,13.5,20,0.12
Ampara,2017-04-02,30.9,25.7,28.8,38.8,25.7,33.4,24.2,76.55,9.9,221.8,1010.6,69.2,19.4,0.18
Ampara,2017-04-03,31.2,25.4,28.1,37.9,25.4,31.6,24,78.92,8,186.8,1010.4,42.4,19.5,0.23
Ampara,2017-04-04,31.3,24.2,28.1,38.5,24.2,31.9,24.1,79.14,7.5,158.5,1010.8,20.2,19.5,0.29
Ampara,2017-04-05,31.3,24.2,28.8,38.2,24.2,33.5,24.7,78.94,9.8,144.9,1009.6,36.2,20,0.34
Ampara,2017-04-06,31.7,25.5,29,39.8,25.5,34.3,25.1,79.9,13.2,146.5,1008.9,24.3,20,0.39
Ampara,2017-04-07,32.1,26.3,29.2,39.6,26.3,34.2,25,78.71,13.8,127.5,1008.8,15.5,18.9,0.43
Ampara,2017-04-08,32.3,25.9,29.2,37.5,25.9,33.5,24.2,75.58,8.2,116.4,1008.7,30.5,20,0.46
Ampara,2017-04-09,32,24.2,28.9,38.1,24.2,33.2,24.1,76.11,6.7,118,1008.8,18.6,20,0.48
Ampara,2017-04-10,32.3,24.7,29.2,39.4,24.7,34.3,24.6,76.88,9.8,216.2,1008,31.5,20,0.5
Ampara,2017-04-11,31.9,26,28.8,39.7,26,34,25.1,80.5,8.8,137.9,1007.7,66.3,19.7,0.5
Ampara,2017-04-12,32.2,25.9,29.2,41.1,25.9,34.5,24.9,78.1,15,94.9,1007.9,86.8,19.5,0.51
Ampara,2017-04-13,31.4,25.6,27.5,38.6,25.6,30.2,24.3,82.94,6.7,164.7,1008.5,79.8,19.2,0.53
Ampara,2017-04-14,31.2,23.2,27.7,36.5,23.2,31,24.2,78.6,8.5,159.8,1007.6,60.3,20,0.55
Ampara,2017-04-15,32.6,26.3,29.5,40.7,26.3,35.6,25.6,80.34,10,140.5,1006.4,41.1,20,0.58
Ampara,2017-04-16,33.1,25,29.5,39.3,25,35,25,77.75,8.5,125.3,1006.7,35.6,20,0.62
Ampara,2017-04-17,33.1,24.6,29.5,40.2,24.6,34.8,24.5,75.46,11.5,139.4,1007.8,33,20,0.66
Ampara,2017-04-18,32.4,25.9,29.6,40.6,25.9,35.8,25.6,79.27,8.3,130.9,1008.3,40,20,0.71
Ampara,2017-04-19,33.3,25.8,29.9,40.4,25.8,35.7,25.2,76.71,8.8,172.6,1008.3,19.6,20,0.76
Ampara,2017-04-20,33.7,25.4,29.8,39.4,25.4,34.8,24.5,74.85,12.6,227.5,1008.4,5,20,0.81
Ampara,2017-04-21,32.9,26.6,29.7,39.5,26.6,35.3,25.1,77.36,11.2,198.6,1008.7,17.8,20,0.86
Ampara,2017-04-22,32.5,26.4,29.6,39.2,26.4,35.1,24.9,76.63,9.6,178.8,1008.5,8.6,20,0.9
Ampara,2017-04-23,32.6,25.1,29.5,40.9,25.1,35.5,25.4,79.21,12.4,170.8,1008.4,14.7,20,0.94
Ampara,2017-04-24,32.7,26.1,29.6,40.2,26.1,35.6,25.3,78.75,10.4,189.7,1008.3,23.1,20,0.98
Ampara,2017-04-25,32.4,26.3,29.7,40.6,26.3,36.1,25.7,79.5,14.6,180.5,1008.5,30.7,20,1
Ampara,2017-04-26,32.5,26.5,29.9,41,26.5,36.3,25.5,77.74,14.1,204.1,1008.8,38.6,20,1
Ampara,2017-04-27,32.5,26,29.7,40.3,26,35.4,25.3,77.85,15.6,176.4,1009.3,24.2,20,0.01
Ampara,2017-04-28,33,27,29.9,39.8,30.5,35.9,25,76.13,10.4,151.3,1009.2,16.3,20,0.03
Ampara,2017-04-29,31.9,27,29.6,39,30.8,35.7,25.4,78.58,10.4,149.6,1009.4,23.8,20,0.06
Ampara,2017-04-30,32.4,24.9,29.1,38.3,24.9,33.6,24.3,76.33,9.3,172.9,1009.6,24.1,20,0.11
Ampara,2017-05-01,32.5,24.8,29.1,37.9,24.8,33,23.6,72.85,10.1,149.4,1009.7,25.2,20,0.16
Ampara,2017-05-02,32.5,25.4,29.1,37.9,25.4,33,23.7,73.81,13,111.2,1010.6,22.7,19.8,0.22
Ampara,2017-05-03,33.1,24.9,29.1,37.9,24.9,32.5,23.6,73.36,15.6,150.8,1010.8,37.5,20,0.27
Ampara,2017-05-04,32.7,25.5,29.7,38.7,25.5,34.5,24.3,73.76,10.3,127.7,1010.4,29.5,20,0.32
Ampara,2017-05-05,33.1,27,29.9,39.8,30.5,35.8,25,75.67,11.9,161.6,1010.2,49.6,20,0.37
Ampara,2017-05-06,32.7,27.3,29.2,39.8,31.3,34.6,25,78.66,10.2,183.3,1010.7,37.8,20,0.41
Ampara,2017-05-07,32.4,24.8,29.1,39.8,24.8,33.7,24.3,75.8,12,147,1010.9,24.3,19.8,0.45
Ampara,2017-05-08,33.5,25.1,29.1,40.4,25.1,33.7,24.4,76.54,15.3,206,1009.9,35,19.6,0.47
Ampara,2017-05-09,33.4,25.4,29.7,41.2,25.4,34.7,24.4,74.23,13.7,214.5,1008.4,38.9,19.3,0.49
Ampara,2017-05-10,33,25.2,29.6,40.5,25.2,35,24.8,76.06,9.9,211.7,1008.5,57.1,19.2,0.5
Ampara,2017-05-11,31.8,25.2,28.7,39.3,25.2,33.5,24.7,79.65,9.1,140.8,1008.6,50.7,19.8,0.5
Ampara,2017-05-12,32.3,26.4,29.4,39.9,26.4,34.8,25.2,78.56,7.7,154.2,1008.7,53.5,19.7,0.52
Ampara,2017-05-13,33.6,26.5,30.1,41.6,26.5,35.9,25.1,75.51,11.6,158.4,1007.4,49.9,20,0.53
Ampara,2017-05-14,33.8,26,30.1,40.9,26,35.2,24.3,71.6,9.4,191.4,1006.7,53.8,20,0.56
Ampara,2017-05-15,34.2,26,30.4,43,26,36.5,25,73.88,8.5,231.5,1005.5,59.5,20,0.59
Ampara,2017-05-16,33.4,26.3,30.3,41.7,26.3,36.4,25.1,74.14,5.9,217.7,1005.4,71.8,20,0.63
Ampara,2017-05-17,33.9,26.4,30.5,41.4,26.4,36.7,25,73.13,8.6,163,1005,42.1,20,0.68
Ampara,2017-05-18,33.4,27,30.4,42.4,30,36.6,24.9,73.02,11.4,243.8,1006,53.4,20,0.73
Ampara,2017-05-19,33.2,27.6,30.5,41,30.5,36,24,68.56,11.7,190.7,1007.2,74.7,20,0.78
